Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir /app/locale with glob **/*.mo.
Watching dir /app/taskmanager/tasks/locale with glob **/*.mo.
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/html.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/_encoded_words.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/base_subprocess.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/exceptions.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/reindent.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/urllib/response.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/colorama/winterm.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/site-packages/django/core/signing.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/binascii.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260534.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/storage/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/http/server.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/formsets.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/colorama/ansi.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/textwrap.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/contentmanager.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/locale.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/psycopg2/_psycopg.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742674081.0
File /app/taskmanager/settings.py first seen with mtime 1742672443.4535525
File /usr/local/lib/python3.10/site-packages/django/core/checks/database.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/apps.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/backends/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/files/move.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/loader_tags.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/concurrent/futures/thread.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/_markupbase.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/views.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/http/multipartparser.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/autoreload.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/views.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/tokens.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/psycopg2/errors.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/colorama/ansitowin32.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/glob.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/encoders.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/base_session.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/datetime.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/boundfield.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/backends/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/dates.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/cache/backends/locmem.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/genericpath.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/psycopg2/_range.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/lib-dynload/_decimal.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260549.0
File /usr/local/lib/python3.10/decimal.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/mime/base.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/feedparser.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/header.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/translation/reloader.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/zlib.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260534.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/compatibility/django_4_0.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/pathlib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/management/color.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/random.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/deconstruct.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/coroutines.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/urls/resolvers.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/termios.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260533.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/actions.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/asgiref/current_thread_executor.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/core/files/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_bisect.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260526.0
File /usr/local/lib/python3.10/site-packages/django/shortcuts.py first seen with mtime 1742674084.0
File /app/taskmanager/tasks/__init__.py first seen with mtime 1742669987.6439002
File /usr/local/lib/python3.10/operator.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/urls.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/_header_value_parser.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/timezone.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/lib-dynload/math.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260527.0
File /usr/local/lib/python3.10/lib-dynload/_pickle.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260531.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/views/main.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/templatetags/admin_list.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/views/csrf.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/base_user.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/utils/text.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/graphlib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/errors.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/transports.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/loaders/app_directories.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/encoding.py first seen with mtime 1742674086.0
File /app/taskmanager/tasks/apps.py first seen with mtime 1742669987.6440299
File /usr/local/lib/python3.10/site-packages/django/db/backends/ddl_references.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/subqueries.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/asgiref/local.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/apps.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/query.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/templates.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/files/storage/memory.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/events.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/http.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/_policybase.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/creation.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/handlers/wsgi.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/urllib/error.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/cache/backends/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/messages.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/socket.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/files.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/constants.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/platform.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/servers/basehttp.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/mixins.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/views/generic/detail.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/files/uploadhandler.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/aligned_indent.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/lib-dynload/_sha512.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260532.0
File /usr/local/lib/python3.10/email/charset.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/importlib/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/models.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/types.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/urls/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/difflib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/wsgiref/handlers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_ctypes.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260540.0
File /usr/local/lib/python3.10/site-packages/django/http/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/views/decorators/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/dispatch/dispatcher.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/abc.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/hashable.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/reprlib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/files/storage/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/importlib/util.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/filters.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/where.py first seen with mtime 1742674086.0
